VAR	ENSEMBL	NAME
STXBP5L	ENSG00000145087	syntaxin binding protein 5 like
ATP10D	ENSG00000145246	ATPase phospholipid transporting 10D (putative)
SCD5	ENSG00000145284	stearoyl-CoA desaturase 5
PLAC8	ENSG00000145287	placenta associated 8
CAMK2D	ENSG00000145349	calcium/calmodulin dependent protein kinase II delta
DDIT4L	ENSG00000145358	DNA damage inducible transcript 4 like
ANK2	ENSG00000145362	ankyrin 2
USP53	ENSG00000145390	ubiquitin specific peptidase 53
CYP4V2	ENSG00000145476	cytochrome P450 family 4 subfamily V member 2
NKD2	ENSG00000145506	NKD inhibitor of WNT signaling pathway 2
SRD5A1	ENSG00000145545	steroid 5 alpha-reductase 1
MYO10	ENSG00000145555	myosin X
LHFPL2	ENSG00000145685	LHFPL tetraspan subfamily member 2
IQGAP2	ENSG00000145703	IQ motif containing GTPase activating protein 2
CRHBP	ENSG00000145708	corticotropin releasing hormone binding protein
PAM	ENSG00000145730	peptidylglycine alpha-amidating monooxygenase
SPATA9	ENSG00000145757	spermatogenesis associated 9
MEGF10	ENSG00000145794	multiple EGF like domains 10
RNF145	ENSG00000145860	ring finger protein 145
N4BP3	ENSG00000145911	NEDD4 binding protein 3
KCNMB1	ENSG00000145936	potassium calcium-activated channel subfamily M regulatory beta subunit 1
FAM50B	ENSG00000145945	family with sequence similarity 50 member B
MYLK4	ENSG00000145949	myosin light chain kinase family member 4
GFOD1	ENSG00000145990	glucose-fructose oxidoreductase domain containing 1
PSD2	ENSG00000146005	pleckstrin and Sec7 domain containing 2
KLHL3	ENSG00000146021	kelch like family member 3
TNFRSF21	ENSG00000146072	TNF receptor superfamily member 21
CRIP3	ENSG00000146215	cysteine rich protein 3
TPBG	ENSG00000146242	trophoblast glycoprotein
RARS2	ENSG00000146282	arginyl-tRNA synthetase 2, mitochondrial
SCML4	ENSG00000146285	Scm polycomb group protein like 4
RNF217	ENSG00000146373	ring finger protein 217
ARHGAP18	ENSG00000146376	Rho GTPase activating protein 18
SLC18B1	ENSG00000146409	solute carrier family 18 member B1
TMEM181	ENSG00000146433	transmembrane protein 181
PNLDC1	ENSG00000146453	PARN like, ribonuclease domain containing 1
GNA12	ENSG00000146535	G protein subunit alpha 12
C7orf50	ENSG00000146540	chromosome 7 open reading frame 50
SDK1	ENSG00000146555	sidekick cell adhesion molecule 1
WASH2P	ENSG00000146556	WASP family homolog 2, pseudogene
CREB5	ENSG00000146592	cAMP responsive element binding protein 5
PURB	ENSG00000146676	purine rich element binding protein B
MEPCE	ENSG00000146834	methylphosphate capping enzyme
ZAN	ENSG00000146839	zonadhesin
NOM1	ENSG00000146909	nucleolar protein with MIF4G domain 1
NCAPG2	ENSG00000146918	non-SMC condensin II complex subunit G2
NLGN4X	ENSG00000146938	neuroligin 4 X-linked
SH3KBP1	ENSG00000147010	SH3 domain containing kinase binding protein 1
CASK	ENSG00000147044	calcium/calmodulin dependent serine protein kinase
MSN	ENSG00000147065	moesin
SLC16A2	ENSG00000147100	solute carrier family 16 member 2
CHST7	ENSG00000147119	carbohydrate sulfotransferase 7
LPAR4	ENSG00000147145	lysophosphatidic acid receptor 4
IL2RG	ENSG00000147168	interleukin 2 receptor subunit gamma
ZNF711	ENSG00000147180	zinc finger protein 711
DIAPH2	ENSG00000147202	diaphanous related formin 2
RADX	ENSG00000147231	RPA1 related single stranded DNA binding protein, X-linked
MFHAS1	ENSG00000147324	malignant fibrous histiocytoma amplified sequence 1
FBXO25	ENSG00000147364	F-box protein 25
ZNF185	ENSG00000147394	zinc finger protein 185 with LIM domain
CSGALNACT1	ENSG00000147408	chondroitin sulfate N-acetylgalactosaminyltransferase 1
ST18	ENSG00000147488	ST18 C2H2C-type zinc finger transcription factor
PLPP5	ENSG00000147535	phospholipid phosphatase 5
NSD3	ENSG00000147548	nuclear receptor binding SET domain protein 3
ADHFE1	ENSG00000147576	alcohol dehydrogenase iron containing 1
LRP12	ENSG00000147650	LDL receptor related protein 12
ARHGAP39	ENSG00000147799	Rho GTPase activating protein 39
SLC39A4	ENSG00000147804	solute carrier family 39 member 4
NAPRT	ENSG00000147813	nicotinate phosphoribosyltransferase
VLDLR	ENSG00000147852	very low density lipoprotein receptor
HAUS6	ENSG00000147874	HAUS augmin like complex subunit 6
CDKN2B	ENSG00000147883	cyclin dependent kinase inhibitor 2B
CDKN2A	ENSG00000147889	cyclin dependent kinase inhibitor 2A
C9orf72	ENSG00000147894	C9orf72-SMCR8 complex subunit
CEP78	ENSG00000148019	centrosomal protein 78
IDNK	ENSG00000148057	IDNK gluconokinase
ZNF462	ENSG00000148143	zinc finger protein 462
SNX30	ENSG00000148158	sorting nexin family member 30
GSN	ENSG00000148180	gelsolin
NR6A1	ENSG00000148200	nuclear receptor subfamily 6 group A member 1
ASTN2	ENSG00000148219	astrotactin 2
WDR31	ENSG00000148225	WD repeat domain 31
SURF6	ENSG00000148296	surfeit 6
SH3GLB2	ENSG00000148341	SH3 domain containing GRB2 like, endophilin B2
PAXX	ENSG00000148362	PAXX non-homologous end joining factor
NOTCH1	ENSG00000148400	notch receptor 1
PROSER2	ENSG00000148426	proline and serine rich 2
COMMD3	ENSG00000148444	COMM domain containing 3
PDSS1	ENSG00000148459	decaprenyl diphosphate synthase subunit 1
FAM171A1	ENSG00000148468	family with sequence similarity 171 member A1
PARD3	ENSG00000148498	par-3 family cell polarity regulator
ZEB1	ENSG00000148516	zinc finger E-box binding homeobox 1
CAMK2G	ENSG00000148660	calcium/calmodulin dependent protein kinase II gamma
ADD3	ENSG00000148700	adducin 3
INA	ENSG00000148798	internexin neuronal intermediate filament protein alpha
FUOM	ENSG00000148803	fucose mutarotase
TAF5	ENSG00000148835	TATA-box binding protein associated factor 5
CNNM2	ENSG00000148842	cyclin and CBS domain divalent metal cation transport mediator 2
APIP	ENSG00000149089	APAF1 interacting protein
TNKS1BP1	ENSG00000149115	tankyrase 1 binding protein 1
SERPING1	ENSG00000149131	serpin family G member 1
PTPRJ	ENSG00000149177	protein tyrosine phosphatase receptor type J
SESN3	ENSG00000149212	sestrin 3
ENDOD1	ENSG00000149218	endonuclease domain containing 1
PAK1	ENSG00000149269	p21 (RAC1) activated kinase 1
ZC3H12C	ENSG00000149289	zinc finger CCCH-type containing 12C
TTC12	ENSG00000149292	tetratricopeptide repeat domain 12
GLB1L2	ENSG00000149328	galactosidase beta 1 like 2
ST14	ENSG00000149418	ST14 transmembrane serine protease matriptase
HYOU1	ENSG00000149428	hypoxia up-regulated 1
ADAM33	ENSG00000149451	ADAM metallopeptidase domain 33
TMEM138	ENSG00000149483	transmembrane protein 138
FADS1	ENSG00000149485	fatty acid desaturase 1
FRG1BP	ENSG00000149531	FSHD region gene 1 family member B, pseudogene
CHEK1	ENSG00000149554	checkpoint kinase 1
ESAM	ENSG00000149564	endothelial cell adhesion molecule
TMEM25	ENSG00000149582	transmembrane protein 25
DUSP15	ENSG00000149599	dual specificity phosphatase 15
LSM14B	ENSG00000149657	LSM family member 14B
NUDT22	ENSG00000149761	nudix hydrolase 22
TM7SF2	ENSG00000149809	transmembrane 7 superfamily member 2
DOC2A	ENSG00000149927	double C2 domain alpha
HMGA2	ENSG00000149948	high mobility group AT-hook 2
CNKSR2	ENSG00000149970	connector enhancer of kinase suppressor of Ras 2
KLRF1	ENSG00000150045	killer cell lectin like receptor F1
MPP7	ENSG00000150054	membrane palmitoylated protein 7
ITGB1	ENSG00000150093	integrin subunit beta 1
LATS2	ENSG00000150457	large tumor suppressor kinase 2
FAM124A	ENSG00000150510	family with sequence similarity 124 member A
MTMR12	ENSG00000150712	myotubularin related protein 12
DOCK1	ENSG00000150760	dedicator of cytokinesis 1
DIXDC1	ENSG00000150764	DIX domain containing 1
FOXO1	ENSG00000150907	forkhead box O1
CRIM1	ENSG00000150938	cysteine rich transmembrane BMP regulator 1
SEC24D	ENSG00000150961	SEC24 homolog D, COPII coat complex component
ABCB9	ENSG00000150967	ATP binding cassette subfamily B member 9
DHX37	ENSG00000150990	DEAH-box helicase 37
ITPR1	ENSG00000150995	inositol 1,4,5-trisphosphate receptor type 1
SLC7A11	ENSG00000151012	solute carrier family 7 member 11
CACNA2D4	ENSG00000151062	calcium voltage-gated channel auxiliary subunit alpha2delta 4
CACNA1C	ENSG00000151067	calcium voltage-gated channel subunit alpha1 C
TMEM86A	ENSG00000151117	transmembrane protein 86A
TMEM263	ENSG00000151135	transmembrane protein 263
BTBD11	ENSG00000151136	BTB domain containing 11
RAD9B	ENSG00000151164	RAD9 checkpoint clamp component B
DLG5	ENSG00000151208	discs large MAGUK scaffold protein 5
SLC2A13	ENSG00000151229	solute carrier family 2 member 13
DIP2C	ENSG00000151240	disco interacting protein 2 homolog C
MAGI1	ENSG00000151276	membrane associated guanylate kinase, WW and PDZ domain containing 1
MBIP	ENSG00000151332	MAP3K12 binding inhibitory protein 1
ME3	ENSG00000151376	malic enzyme 3
ADAMTS12	ENSG00000151388	ADAM metallopeptidase with thrombospondin type 1 motif 12
FER	ENSG00000151422	FER tyrosine kinase
ANKRD50	ENSG00000151458	ankyrin repeat domain 50
UPF2	ENSG00000151461	UPF2 regulator of nonsense mediated mRNA decay
CCDC3	ENSG00000151468	coiled-coil domain containing 3
C4orf33	ENSG00000151470	chromosome 4 open reading frame 33
PTPRO	ENSG00000151490	protein tyrosine phosphatase receptor type O
VPS26B	ENSG00000151502	VPS26, retromer complex component B
NCAPD3	ENSG00000151503	non-SMC condensin II complex subunit D3
NR3C2	ENSG00000151623	nuclear receptor subfamily 3 group C member 2
AKR1C6P	ENSG00000151631	aldo-keto reductase family 1 member C6, pseudogene
DPYSL4	ENSG00000151640	dihydropyrimidinase like 4
VENTX	ENSG00000151650	VENT homeobox
ADAM8	ENSG00000151651	ADAM metallopeptidase domain 8
INPP1	ENSG00000151689	inositol polyphosphate-1-phosphatase
MFSD6	ENSG00000151690	major facilitator superfamily domain containing 6
RNF144A	ENSG00000151692	ring finger protein 144A
FLI1	ENSG00000151702	Fli-1 proto-oncogene, ETS transcription factor
SLC25A4	ENSG00000151729	solute carrier family 25 member 4
SAV1	ENSG00000151748	salvador family WW domain containing protein 1
CCDC122	ENSG00000151773	coiled-coil domain containing 122
CCL28	ENSG00000151882	C-C motif chemokine ligand 28
PARP8	ENSG00000151883	poly(ADP-ribose) polymerase family member 8
GFRA1	ENSG00000151892	GDNF family receptor alpha 1
GLT1D1	ENSG00000151948	glycosyltransferase 1 domain containing 1
PTPN14	ENSG00000152104	protein tyrosine phosphatase non-receptor type 14
MGAT5	ENSG00000152127	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase
TMEM163	ENSG00000152128	transmembrane protein 163
GPATCH11	ENSG00000152133	G-patch domain containing 11
POU4F1	ENSG00000152192	POU class 4 homeobox 1
CYSLTR2	ENSG00000152207	cysteinyl leukotriene receptor 2
SETBP1	ENSG00000152217	SET binding protein 1
PSTPIP2	ENSG00000152229	proline-serine-threonine phosphatase interacting protein 2
PDE3B	ENSG00000152270	phosphodiesterase 3B
JMY	ENSG00000152409	junction mediating and regulatory protein, p53 cofactor
HOMER1	ENSG00000152413	homer scaffold protein 1
DCLRE1C	ENSG00000152457	DNA cross-link repair 1C
NMT2	ENSG00000152465	N-myristoyltransferase 2
CCDC50	ENSG00000152492	coiled-coil domain containing 50
CAMK4	ENSG00000152495	calcium/calmodulin dependent protein kinase IV
TRIM36	ENSG00000152503	tripartite motif containing 36
PLEKHH2	ENSG00000152527	pleckstrin homology, MyTH4 and FERM domain containing H2
MBNL1	ENSG00000152601	muscleblind like splicing regulator 1
CAPSL	ENSG00000152611	calcyphosine like
GPD1L	ENSG00000152642	glycerol-3-phosphate dehydrogenase 1 like
TCTEX1D1	ENSG00000152760	Tctex1 domain containing 1
FARP1	ENSG00000152767	FERM, ARH/RhoGEF and pleckstrin domain protein 1
PRDM8	ENSG00000152784	PR/SET domain 8
BMP3	ENSG00000152785	bone morphogenetic protein 3
HHEX	ENSG00000152804	hematopoietically expressed homeobox
PTPRK	ENSG00000152894	protein tyrosine phosphatase receptor type K
STK32B	ENSG00000152953	serine/threonine kinase 32B
JAKMIP1	ENSG00000152969	janus kinase and microtubule interacting protein 1
ADGRA3	ENSG00000152990	adhesion G protein-coupled receptor A3
CARHSP1	ENSG00000153048	calcium regulated heat stable protein 1
BANK1	ENSG00000153064	B cell scaffold protein with ankyrin repeats 1
DAB2	ENSG00000153071	DAB adaptor protein 2
BCL2L11	ENSG00000153094	BCL2 like 11
CLGN	ENSG00000153132	calmegin
SYCP2L	ENSG00000153157	synaptonemal complex protein 2 like
RASSF3	ENSG00000153179	Ras association domain family member 3
MERTK	ENSG00000153208	MER proto-oncogene, tyrosine kinase
TMEM87B	ENSG00000153214	transmembrane protein 87B
RBMS1	ENSG00000153250	RNA binding motif single stranded interacting protein 1
SCN3A	ENSG00000153253	sodium voltage-gated channel alpha subunit 3
CD96	ENSG00000153283	CD96 molecule
SLC25A27	ENSG00000153291	solute carrier family 25 member 27
ASAP1	ENSG00000153317	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
LINC00467	ENSG00000153363	long intergenic non-protein coding RNA 467
LPCAT1	ENSG00000153395	lysophosphatidylcholine acyltransferase 1
PLEKHG4B	ENSG00000153404	pleckstrin homology and RhoGEF domain containing G4B
ADPRHL1	ENSG00000153531	ADP-ribosylhydrolase like 1
CMTM7	ENSG00000153551	CKLF like MARVEL transmembrane domain containing 7
PTPRD	ENSG00000153707	protein tyrosine phosphatase receptor type D
CNKSR3	ENSG00000153721	CNKSR family member 3
ZDHHC7	ENSG00000153786	zinc finger DHHC-type palmitoyltransferase 7
C7orf31	ENSG00000153790	chromosome 7 open reading frame 31
KCTD15	ENSG00000153885	potassium channel tetramerization domain containing 15
LGI4	ENSG00000153902	leucine rich repeat LGI family member 4
DGKE	ENSG00000153933	diacylglycerol kinase epsilon
MSI2	ENSG00000153944	musashi RNA binding protein 2
PPP2R5E	ENSG00000154001	protein phosphatase 2 regulatory subunit B'epsilon
AK5	ENSG00000154027	adenylate kinase 5
IMPACT	ENSG00000154059	impact RWD domain protein
ANKRD29	ENSG00000154065	ankyrin repeat domain 29
C16orf74	ENSG00000154102	chromosome 16 open reading frame 74
UBASH3B	ENSG00000154127	ubiquitin associated and SH3 domain containing B
ROBO4	ENSG00000154133	roundabout guidance receptor 4
ROBO3	ENSG00000154134	roundabout guidance receptor 3
TBRG1	ENSG00000154144	transforming growth factor beta regulator 1
NRGN	ENSG00000154146	neurogranin
RETREG1	ENSG00000154153	reticulophagy regulator 1
ANGPT1	ENSG00000154188	angiopoietin 1
PITPNC1	ENSG00000154217	phosphatidylinositol transfer protein cytoplasmic 1
PRKCA	ENSG00000154229	protein kinase C alpha
LRRK1	ENSG00000154237	leucine rich repeat kinase 1
CEP112	ENSG00000154240	centrosomal protein 112
ABCA9	ENSG00000154258	ATP binding cassette subfamily A member 9
ABCA5	ENSG00000154265	ATP binding cassette subfamily A member 5
UCHL1	ENSG00000154277	ubiquitin C-terminal hydrolase L1
FAM167A	ENSG00000154319	family with sequence similarity 167 member A
NEIL2	ENSG00000154328	nei like DNA glycosylase 2
LONRF1	ENSG00000154359	LON peptidase N-terminal domain and ring finger 1
ENAH	ENSG00000154380	ENAH actin regulator
CCSAP	ENSG00000154429	centriole, cilia and spindle associated protein
SH3RF1	ENSG00000154447	SH3 domain containing ring finger 1
GBP5	ENSG00000154451	guanylate binding protein 5
SORBS2	ENSG00000154556	sorbin and SH3 domain containing 2
PSMA8	ENSG00000154611	proteasome 20S subunit alpha 8
C21orf91	ENSG00000154642	chromosome 21 open reading frame 91
NCAM2	ENSG00000154654	neural cell adhesion molecule 2
L3MBTL4	ENSG00000154655	L3MBTL histone methyl-lysine binding protein 4
JAM2	ENSG00000154721	junctional adhesion molecule 2
ADAMTS1	ENSG00000154734	ADAM metallopeptidase with thrombospondin type 1 motif 1
SLFN13	ENSG00000154760	schlafen family member 13
XPC	ENSG00000154767	XPC complex subunit, DNA damage recognition and repair factor
FGD5	ENSG00000154783	FYVE, RhoGEF and PH domain containing 5
PLCL2	ENSG00000154822	phospholipase C like 2
PPP4R1	ENSG00000154845	protein phosphatase 4 regulatory subunit 1
CCDC144B	ENSG00000154874	coiled-coil domain containing 144B (pseudogene)
MPPE1	ENSG00000154889	metallophosphoesterase 1
USP43	ENSG00000154914	ubiquitin specific peptidase 43
ANKRD40	ENSG00000154945	ankyrin repeat domain 40
VOPP1	ENSG00000154978	VOPP1 WW domain binding protein
CYP2U1	ENSG00000155016	cytochrome P450 family 2 subfamily U member 1
PTPRN2	ENSG00000155093	protein tyrosine phosphatase receptor type N2
AGPAT5	ENSG00000155189	1-acylglycerol-3-phosphate O-acyltransferase 5
PI4K2A	ENSG00000155252	phosphatidylinositol 4-kinase type 2 alpha
GRAMD2B	ENSG00000155324	GRAM domain containing 2B
RHOC	ENSG00000155366	ras homolog family member C
SLC16A1	ENSG00000155380	solute carrier family 16 member 1
HEATR3	ENSG00000155393	HEAT repeat containing 3
SLC7A7	ENSG00000155465	solute carrier family 7 member 7
LRGUK	ENSG00000155530	leucine rich repeats and guanylate kinase domain containing
PIK3AP1	ENSG00000155629	phosphoinositide-3-kinase adaptor protein 1
TMEM237	ENSG00000155755	transmembrane protein 237
FZD7	ENSG00000155760	frizzled class receptor 7
DEPTOR	ENSG00000155792	DEP domain containing MTOR interacting protein
PPARGC1B	ENSG00000155846	PPARG coactivator 1 beta
ELMO1	ENSG00000155849	engulfment and cell motility 1
PXYLP1	ENSG00000155893	2-phosphoxylose phosphatase 1
RASA2	ENSG00000155903	RAS p21 protein activator 2
SLA	ENSG00000155926	Src like adaptor
RAB39B	ENSG00000155961	RAB39B, member RAS oncogene family
AFF2	ENSG00000155966	AF4/FMR2 family member 2
MICU3	ENSG00000155970	mitochondrial calcium uptake family member 3
GRIP1	ENSG00000155974	glutamate receptor interacting protein 1
PSD3	ENSG00000156011	pleckstrin and Sec7 domain containing 3
MCU	ENSG00000156026	mitochondrial calcium uniporter
CFAP70	ENSG00000156042	cilia and flagella associated protein 70
FAM161B	ENSG00000156050	FAM161 centrosomal protein B
MMP16	ENSG00000156103	matrix metallopeptidase 16
KCNMA1	ENSG00000156113	potassium calcium-activated channel subfamily M alpha 1
DRAM2	ENSG00000156171	DNA damage regulated autophagy modulator 2
CCT8	ENSG00000156261	chaperonin containing TCP1 subunit 8
MAP3K7CL	ENSG00000156265	MAP3K7 C-terminal like
TSPAN7	ENSG00000156298	tetraspanin 7
TIAM1	ENSG00000156299	TIAM Rac1 associated GEF 1
CDK20	ENSG00000156345	cyclin dependent kinase 20
TDRD9	ENSG00000156414	tudor domain containing 9
CD109	ENSG00000156535	CD109 molecule
LRFN2	ENSG00000156564	leucine rich repeat and fibronectin type III domain containing 2
ZDHHC5	ENSG00000156599	zinc finger DHHC-type palmitoyltransferase 5
NPTN	ENSG00000156642	neuroplastin
GLYATL2	ENSG00000156689	glycine-N-acyltransferase like 2
MAPK13	ENSG00000156711	mitogen-activated protein kinase 13
MS4A1	ENSG00000156738	membrane spanning 4-domains A1
ATAD2	ENSG00000156802	ATPase family AAA domain containing 2
ZNF689	ENSG00000156853	zinc finger protein 689
SASS6	ENSG00000156876	SAS-6 centriolar assembly protein
MPV17L	ENSG00000156968	MPV17 mitochondrial inner membrane protein like
BRPF1	ENSG00000156983	bromodomain and PHD finger containing 1
ZFYVE9	ENSG00000157077	zinc finger FYVE-type containing 9
FCHO2	ENSG00000157107	FCH and mu domain containing endocytic adaptor 2
NECAP2	ENSG00000157191	NECAP endocytosis associated 2
LRP8	ENSG00000157193	LDL receptor related protein 8
SSBP3	ENSG00000157216	single stranded DNA binding protein 3
CLDN12	ENSG00000157224	claudin 12
MMP14	ENSG00000157227	matrix metallopeptidase 14
FZD1	ENSG00000157240	frizzled class receptor 1
SUSD3	ENSG00000157303	sushi domain containing 3
TMED6	ENSG00000157315	transmembrane p24 trafficking protein 6
ARMC12	ENSG00000157343	armadillo repeat containing 12
ST3GAL2	ENSG00000157350	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
KIT	ENSG00000157404	KIT proto-oncogene, receptor tyrosine kinase
CACNA2D3	ENSG00000157445	calcium voltage-gated channel auxiliary subunit alpha2delta 3
FAM81A	ENSG00000157470	family with sequence similarity 81 member A
AFAP1L1	ENSG00000157510	actin filament associated protein 1 like 1
VPS26C	ENSG00000157538	VPS26 endosomal protein sorting factor C
ERG	ENSG00000157554	ETS transcription factor ERG
ETS2	ENSG00000157557	ETS proto-oncogene 2, transcription factor
MX1	ENSG00000157601	MX dynamin like GTPase 1
CREB3L1	ENSG00000157613	cAMP responsive element binding protein 3 like 1
C2CD2	ENSG00000157617	C2 calcium dependent domain containing 2
TAB3	ENSG00000157625	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
ZNF618	ENSG00000157657	zinc finger protein 618
TMEM268	ENSG00000157693	transmembrane protein 268
SVOPL	ENSG00000157703	SVOP like
SNX22	ENSG00000157734	sorting nexin 22
SLC37A3	ENSG00000157800	solute carrier family 37 member 3
GAREM2	ENSG00000157833	GRB2 associated regulator of MAPK1 subtype 2
TNFRSF14	ENSG00000157873	TNF receptor superfamily member 14
PANK4	ENSG00000157881	pantothenate kinase 4 (inactive)
RADIL	ENSG00000157927	Rap associating with DIL domain
LDLRAP1	ENSG00000157978	low density lipoprotein receptor adaptor protein 1
AGAP1	ENSG00000157985	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
PAFAH2	ENSG00000158006	platelet activating factor acetylhydrolase 2
PTPDC1	ENSG00000158079	protein tyrosine phosphatase domain containing 1
GALNT14	ENSG00000158089	polypeptide N-acetylgalactosaminyltransferase 14
RHPN1	ENSG00000158106	rhophilin Rho GTPase binding protein 1
XDH	ENSG00000158125	xanthine dehydrogenase
TMSB15A	ENSG00000158164	thymosin beta 15a
FANCC	ENSG00000158169	FA complementation group C
MRAS	ENSG00000158186	muscle RAS oncogene homolog
FAIM	ENSG00000158234	Fas apoptotic inhibitory molecule
GPR153	ENSG00000158292	G protein-coupled receptor 153
SHROOM4	ENSG00000158352	shroom family member 4
RIBC1	ENSG00000158423	RIB43A domain with coiled-coils 1
TSPAN33	ENSG00000158457	tetraspanin 33
CD1D	ENSG00000158473	CD1d molecule
CD1A	ENSG00000158477	CD1a molecule
CD1C	ENSG00000158481	CD1c molecule
CD1E	ENSG00000158488	CD1e molecule
HMHB1	ENSG00000158497	histocompatibility minor HB-1
NCF1	ENSG00000158517	neutrophil cytosolic factor 1
PPP1R9A	ENSG00000158528	protein phosphatase 1 regulatory subunit 9A
GPAT4	ENSG00000158669	glycerol-3-phosphate acyltransferase 4
SLAMF8	ENSG00000158714	SLAM family member 8
SLC45A3	ENSG00000158715	solute carrier family 45 member 3
ZNF276	ENSG00000158805	zinc finger protein 276
NPM2	ENSG00000158806	nucleophosmin/nucleoplasmin 2
EDA	ENSG00000158813	ectodysplasin A
FGF17	ENSG00000158815	fibroblast growth factor 17
MPZ	ENSG00000158887	myelin protein zero
CCAR2	ENSG00000158941	cell cycle and apoptosis regulator 2
CACHD1	ENSG00000158966	cache domain containing 1
CDC42SE2	ENSG00000158985	CDC42 small effector 2
IFNGR2	ENSG00000159128	interferon gamma receptor 2
DONSON	ENSG00000159147	DNA replication fork stabilization factor DONSON
SV2A	ENSG00000159164	synaptic vesicle glycoprotein 2A
RCAN1	ENSG00000159200	regulator of calcineurin 1
CCDC24	ENSG00000159214	coiled-coil domain containing 24
CBR3	ENSG00000159231	carbonyl reductase 3
CHAF1B	ENSG00000159259	chromatin assembly factor 1 subunit B
HLCS	ENSG00000159267	holocarboxylase synthetase
SCUBE1	ENSG00000159307	signal peptide, CUB domain and EGF like domain containing 1
ARHGAP27	ENSG00000159314	Rho GTPase activating protein 27
ADPGK	ENSG00000159322	ADP dependent glucokinase
ATP13A2	ENSG00000159363	ATPase cation transporting 13A2
HK2	ENSG00000159399	hexokinase 2
C1R	ENSG00000159403	complement C1r
ISL2	ENSG00000159556	ISL LIM homeobox 2
ADGRG5	ENSG00000159618	adhesion G protein-coupled receptor G5
DRC7	ENSG00000159625	dynein regulatory complex subunit 7
ACE	ENSG00000159640	angiotensin I converting enzyme
SPON2	ENSG00000159674	spondin 2
CHCHD6	ENSG00000159685	coiled-coil-helix-coiled-coil-helix domain containing 6
TPPP3	ENSG00000159713	tubulin polymerization promoting protein family member 3
ZDHHC1	ENSG00000159714	zinc finger DHHC-type containing 1
ATP6V0D1	ENSG00000159720	ATPase H+ transporting V0 subunit d1
RGS12	ENSG00000159788	regulator of G protein signaling 12
ABR	ENSG00000159842	ABR activator of RhoGEF and GTPase
NPR2	ENSG00000159899	natriuretic peptide receptor 2
PTGIR	ENSG00000160013	prostaglandin I2 receptor
IQCC	ENSG00000160051	IQ motif containing C
ATAD3B	ENSG00000160072	ATPase family AAA domain containing 3B
UBE2J2	ENSG00000160087	ubiquitin conjugating enzyme E2 J2
CPAMD8	ENSG00000160111	C3 and PZP like alpha-2-macroglobulin domain containing 8
NR2F6	ENSG00000160113	nuclear receptor subfamily 2 group F member 6
KALRN	ENSG00000160145	kalirin RhoGEF kinase
ABCG1	ENSG00000160179	ATP binding cassette subfamily G member 1
TMPRSS3	ENSG00000160183	transmembrane serine protease 3
SLC37A1	ENSG00000160190	solute carrier family 37 member 1
PDE9A	ENSG00000160191	phosphodiesterase 9A
HSF2BP	ENSG00000160207	heat shock transcription factor 2 binding protein
PDXK	ENSG00000160209	pyridoxal kinase
CSTB	ENSG00000160213	cystatin B
RRP1	ENSG00000160214	ribosomal RNA processing 1
AGPAT3	ENSG00000160216	1-acylglycerol-3-phosphate O-acyltransferase 3
GAB3	ENSG00000160219	GRB2 associated binding protein 3
AIRE	ENSG00000160224	autoimmune regulator
LRRC3	ENSG00000160233	leucine rich repeat containing 3
FTCD	ENSG00000160282	formimidoyltransferase cyclodeaminase
SPATC1L	ENSG00000160284	spermatogenesis and centriole associated 1 like
LSS	ENSG00000160285	lanosterol synthase
VAV2	ENSG00000160293	vav guanine nucleotide exchange factor 2
S100B	ENSG00000160307	S100 calcium binding protein B
CLDND2	ENSG00000160318	claudin domain containing 2
CACFD1	ENSG00000160325	calcium channel flower domain containing 1
SLC2A6	ENSG00000160326	solute carrier family 2 member 6
GPSM1	ENSG00000160360	G protein signaling modulator 1
C19orf47	ENSG00000160392	chromosome 19 open reading frame 47
RDH13	ENSG00000160439	retinol dehydrogenase 13
PKN3	ENSG00000160447	protein kinase N3
BRSK1	ENSG00000160469	BR serine/threonine kinase 1
PLPP7	ENSG00000160539	phospholipid phosphatase 7 (inactive)
NEK8	ENSG00000160602	NIMA related kinase 8
S100A1	ENSG00000160678	S100 calcium binding protein A1
CHTOP	ENSG00000160679	chromatin target of PRMT1
ZBTB7B	ENSG00000160685	zinc finger and BTB domain containing 7B
IL6R	ENSG00000160712	interleukin 6 receptor
ANO10	ENSG00000160746	anoctamin 10
PTH1R	ENSG00000160801	parathyroid hormone 1 receptor
FGFR4	ENSG00000160867	fibroblast growth factor receptor 4
LY6E	ENSG00000160932	lymphocyte antigen 6 family member E
PPP1R16A	ENSG00000160972	protein phosphatase 1 regulatory subunit 16A
ORAI2	ENSG00000160991	ORAI calcium release-activated calcium modulator 2
SH2B2	ENSG00000160999	SH2B adaptor protein 2
LRWD1	ENSG00000161036	leucine rich repeats and WD repeat domain containing 1
USP41	ENSG00000161133	ubiquitin specific peptidase 41
BDH1	ENSG00000161267	3-hydroxybutyrate dehydrogenase 1
LRRC56	ENSG00000161328	leucine rich repeat containing 56
PLXDC1	ENSG00000161381	plexin domain containing 1
IKZF3	ENSG00000161405	IKAROS family zinc finger 3
FDXR	ENSG00000161513	ferredoxin reductase
